"Ind";"Anchor";"Compound";"DoseAnchor(M)";"DoseCompound(M)";"plate";"row";"col";"Viability"
"ind";Abraxane;MK-8776 (SCH 900776);0.00025;1e-05;4;1;10;73.2800730299399
"ind";Abraxane;MK-8776 (SCH 900776);0.00025;3e-06;4;1;21;77.2749447424934
"ind";Abraxane;MK-8776 (SCH 900776);0.00025;1e-06;5;1;10;90.3480298177671
"ind";Abraxane;MK-8776 (SCH 900776);0.00025;3e-07;5;1;21;100.843012847937
"ind";Abraxane;MK-8776 (SCH 900776);0.00025;1e-07;6;1;10;94.7750511746975
"ind";Abraxane;MK-8776 (SCH 900776);0.00025;1e-08;6;1;21;108.444435759266
"ind";Abraxane;MK-8776 (SCH 900776);0.0025;1e-05;7;1;10;64.0455264625355
"ind";Abraxane;MK-8776 (SCH 900776);0.0025;3e-06;7;1;21;67.4306986768209
"ind";Abraxane;MK-8776 (SCH 900776);0.0025;1e-06;8;1;10;76.7830534806122
"ind";Abraxane;MK-8776 (SCH 900776);0.0025;3e-07;8;1;21;74.2722305468103
"ind";Abraxane;MK-8776 (SCH 900776);0.0025;1e-07;9;1;10;65.3045670931167
"ind";Abraxane;MK-8776 (SCH 900776);0.0025;1e-08;9;1;21;77.0574740881203
"ind";Abraxane;MK-8776 (SCH 900776);0.025;1e-05;10;1;10;50.4889251184887
"ind";Abraxane;MK-8776 (SCH 900776);0.025;3e-06;10;1;21;53.0622813341643
"ind";Abraxane;MK-8776 (SCH 900776);0.025;1e-06;11;1;10;57.4273277420949
"ind";Abraxane;MK-8776 (SCH 900776);0.025;3e-07;11;1;21;60.85716658629
"ind";Abraxane;MK-8776 (SCH 900776);0.025;1e-07;12;1;10;55.2152128958144
"ind";Abraxane;MK-8776 (SCH 900776);0.025;1e-08;12;1;21;58.3304311655827
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0;1e-05;1;1;11;81.2801456132135
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0;3e-06;1;1;22;109.260997587304
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0;1e-06;2;1;11;119.789480589907
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0;3e-07;2;1;22;114.995913701279
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0;1e-07;3;1;11;103.02944438202
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0;1e-08;3;1;22;106.149687647653
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.00025;1e-05;4;1;11;75.8846958865524
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.00025;3e-06;4;1;22;112.052661956664
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.00025;1e-06;5;1;11;111.852220454944
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.00025;3e-07;5;1;22;106.387258285485
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.00025;1e-07;6;1;11;101.623003872736
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.00025;1e-08;6;1;22;100.643129679091
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.0025;1e-05;7;1;11;53.1097396284434
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.0025;3e-06;7;1;22;77.808431803478
